"ID","MonthlyIncome"
1110,5913.18309404631
1111,6420.02060799505
1112,10071.7758811152
1113,10128.0911604428
1114,6588.96644597797
1115,10691.2439537192
1116,2317.7431002538
1117,6588.96644597797
1118,6138.44421135686
1119,10634.9286743916
1120,2317.7431002538
1121,10409.667557081
1122,14511.9450648223
1123,6138.44421135686
1124,14230.3686681841
1125,1979.85142428797
1126,1923.53614496033
1127,2205.11254159852
1128,6082.12893202922
1129,14230.3686681841
1130,2092.48198294325
1131,9790.199484477
1132,14174.0533888564
1133,6138.44421135686
1134,2092.48198294325
1135,2430.37365890908
1136,2205.11254159852
1137,2824.58061420254
1138,6138.44421135686
1139,10240.7217190981
1140,13779.846433563
1141,6138.44421135686
1142,6138.44421135686
1143,10803.8745123745
1144,5800.55253539103
1145,6363.70532866741
1146,6025.81365270158
1147,5913.18309404631
1148,2092.48198294325
1149,2036.16670361561
1150,6194.7594906845
1151,2092.48198294325
1152,6025.81365270158
1153,6701.59700463324
1154,1923.53614496033
1155,6476.33588732269
1156,14174.0533888564
1157,2148.79726227088
1158,6420.02060799505
1159,2092.48198294325
1160,5969.49837337394
1161,2205.11254159852
1162,9846.51476380464
1163,2486.68893823671
1164,9959.14532245992
1165,2317.7431002538
1166,1979.85142428797
1167,10071.7758811152
1168,5913.18309404631
1169,2205.11254159852
1170,2317.7431002538
